movieId,title,popularity,datasetpopularity
2302,My Cousin Vinny (1992),137702,59.0
2303,Nashville (1975),28149,5.0
2304,Love Is the Devil (1998),3955,1.0
2306,Holy Man (1998),20799,6.0
2307,One Tough Cop (1998),1313,1.0
2310,"Mighty, The (1998)",13782,3.0
2311,2010: The Year We Make Contact (1984),56296,17.0
2312,Children of a Lesser God (1986),18361,12.0
2313,"Elephant Man, The (1980)",255075,17.0
2314,Beloved (1998),9474,2.0
2315,Bride of Chucky (Child's Play 4) (1998),63546,6.0
2316,Practical Magic (1998),91987,7.0
2318,Happiness (1998),73672,16.0
2320,Apt Pupil (1998),41177,9.0
2321,Pleasantville (1998),135243,61.0
2322,Soldier (1998),59055,8.0
2323,"Cruise, The (1998)",1913,2.0
2324,Life Is Beautiful (La Vita è bella) (1997),732670,88.0
2325,Orgazmo (1997),37823,13.0
2327,Tales from the Darkside: The Movie (1990),19119,3.0
2328,Vampires (1998),63063,7.0
2329,American History X (1998),1172412,129.0
2330,Hands on a Hard Body (1996),2442,2.0
2331,Living Out Loud (1998),5025,3.0
2332,Belly (1998),12397,2.0
2333,Gods and Monsters (1998),32525,4.0
2334,"Siege, The (1998)",77235,13.0
2335,"Waterboy, The (1998)",175625,28.0
2336,Elizabeth (1998),104210,23.0
2337,Velvet Goldmine (1998),37904,4.0
2338,I Still Know What You Did Last Summer (1998),77936,18.0
2339,I'll Be Home For Christmas (1998),11840,1.0
2340,Meet Joe Black (1998),260269,20.0
2342,Hard Core Logo (1996),2806,2.0
2344,Runaway Train (1985),32425,8.0
2346,"Stepford Wives, The (1975)",19292,11.0
2347,"Pope of Greenwich Village, The (1984)",9664,3.0
2348,Sid and Nancy (1986),34337,8.0
2349,Mona Lisa (1986),18382,7.0
2350,Heart Condition (1990),3968,2.0
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",51454,7.0
2352,"Big Chill, The (1983)",40771,25.0
2353,Enemy of the State (1998),256241,67.0
2354,"Rugrats Movie, The (1998)",20506,7.0
2355,"Bug's Life, A (1998)",310410,92.0
2356,Celebrity (1998),28182,5.0
2357,Central Station (Central do Brasil) (1998),41753,6.0
2358,Savior (1998),11410,1.0
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),27751,26.0
2360,"Celebration, The (Festen) (1998)",92587,12.0
2361,Pink Flamingos (1972),27379,10.0
2362,Glen or Glenda (1953),9091,1.0
2363,Godzilla (Gojira) (1954),38103,3.0
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",6759,2.0
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),10995,2.0
2366,King Kong (1933),89920,25.0
2367,King Kong (1976),34971,14.0
2368,King Kong Lives (1986),6660,1.0
2369,Desperately Seeking Susan (1985),25538,24.0
2370,"Emerald Forest, The (1985)",10846,1.0
2371,Fletch (1985),56981,24.0
2372,Fletch Lives (1989),22976,9.0
2373,Red Sonja (1985),44324,9.0
2374,Gung Ho (1986),13776,9.0
2375,"Money Pit, The (1986)",61468,21.0
2376,"View to a Kill, A (1985)",103635,21.0
2377,Lifeforce (1985),28922,5.0
2378,Police Academy (1984),135444,22.0
2379,Police Academy 2: Their First Assignment (1985),58495,12.0
2380,Police Academy 3: Back in Training (1986),48108,10.0
2381,Police Academy 4: Citizens on Patrol (1987),45258,7.0
2382,Police Academy 5: Assignment: Miami Beach (1988),37975,5.0
2383,Police Academy 6: City Under Siege (1989),32837,4.0
2384,Babe: Pig in the City (1998),35143,29.0
2385,Home Fries (1998),8870,3.0
2387,Very Bad Things (1998),48701,16.0
2388,Steam: The Turkish Bath (Hamam) (1997),7117,1.0
2389,Psycho (1998),50344,9.0
2390,Little Voice (1998),17081,7.0
2391,"Simple Plan, A (1998)",75111,22.0
2392,Jack Frost (1998),40676,8.0
2393,Star Trek: Insurrection (1998),78772,33.0
2394,"Prince of Egypt, The (1998)",143637,25.0
2395,Rushmore (1998),196086,56.0
2396,Shakespeare in Love (1998),232608,92.0
2398,Miracle on 34th Street (1947),54512,17.0
2399,Santa Claus: The Movie (1985),15524,4.0
2400,Prancer (1989),6297,2.0
2401,Pale Rider (1985),63807,8.0
2402,Rambo: First Blood Part II (1985),180192,19.0
2403,First Blood (Rambo: First Blood) (1982),271344,30.0
2404,Rambo III (1988),138726,12.0
2405,"Jewel of the Nile, The (1985)",61691,21.0
2406,Romancing the Stone (1984),101788,54.0
2407,Cocoon (1985),67929,43.0
2408,Cocoon: The Return (1988),17193,9.0
2409,Rocky II (1979),228150,26.0
2410,Rocky III (1982),208284,24.0
2411,Rocky IV (1985),223346,29.0
2412,Rocky V (1990),148876,17.0
2413,Clue (1985),107173,18.0
2414,Young Sherlock Holmes (1985),23116,11.0
2415,Violets Are Blue... (1986),1150,1.0
2416,Back to School (1986),35630,16.0
2417,Heartburn (1986),12317,1.0
2418,Nothing in Common (1986),7761,6.0
2419,Extremities (1986),4222,2.0
2420,"Karate Kid, The (1984)",240884,38.0
2421,"Karate Kid, Part II, The (1986)",97470,29.0
2422,"Karate Kid, Part III, The (1989)",68296,14.0
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),218509,30.0
2424,You've Got Mail (1998),227013,50.0
2425,"General, The (1998)",9182,2.0
2427,"Thin Red Line, The (1998)",197468,35.0
2428,"Faculty, The (1998)",133391,23.0
2429,Mighty Joe Young (1998),30511,5.0
2430,Mighty Joe Young (1949),5671,6.0
2431,Patch Adams (1998),120930,27.0
2432,Stepmom (1998),73721,6.0
2433,"Civil Action, A (1998)",30790,11.0
2435,Hurlyburly (1998),10387,1.0
2436,Tea with Mussolini (1999),14079,6.0
2439,Affliction (1997),18707,3.0
2442,Hilary and Jackie (1998),10669,3.0
2443,Playing by Heart (1998),20171,8.0
2445,At First Sight (1999),14205,8.0
2446,In Dreams (1999),13538,2.0
2447,Varsity Blues (1999),48454,15.0
2448,Virus (1999),29551,3.0
2450,Howard the Duck (1986),50076,16.0
2451,"Gate, The (1987)",19220,1.0
2453,"Boy Who Could Fly, The (1986)",6424,3.0
2454,"Fly, The (1958)",25278,13.0
2455,"Fly, The (1986)",198645,43.0
2456,"Fly II, The (1989)",24437,9.0
2457,Running Scared (1986),14552,8.0
2458,Armed and Dangerous (1986),12573,8.0
2459,"Texas Chainsaw Massacre, The (1974)",180409,13.0
2460,"Texas Chainsaw Massacre 2, The (1986)",37247,3.0
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),25660,1.0
2463,Ruthless People (1986),30164,14.0
2465,Deadly Friend (1986),8603,3.0
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",115499,18.0
2468,Jumpin' Jack Flash (1986),20555,15.0
2469,Peggy Sue Got Married (1986),40249,7.0
2470,Crocodile Dundee (1986),113818,57.0
2471,Crocodile Dundee II (1988),60304,24.0
2472,Tough Guys (1986),7759,3.0
2473,Soul Man (1986),8911,8.0
2474,"Color of Money, The (1986)",92000,13.0
2475,52 Pick-Up (1986),6831,3.0
2476,Heartbreak Ridge (1986),47494,12.0
2477,Firewalker (1986),7473,3.0
2478,¡Three Amigos! (1986),82268,26.0
2481,My Name Is Joe (1998),8833,1.0
2482,Still Crazy (1998),8654,2.0
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",23428,1.0
2485,She's All That (1999),102266,29.0
2488,Peeping Tom (1960),38387,3.0
2490,Payback (1999),144078,45.0
2491,Simply Irresistible (1999),14805,5.0
2492,20 Dates (1998),1785,7.0
2493,"Harmonists, The (1997)",3585,1.0
2494,"Last Days, The (1998)",5564,2.0
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",35992,3.0
2496,Blast from the Past (1999),70642,23.0
2497,Message in a Bottle (1999),40033,6.0
2498,My Favorite Martian (1999),14310,5.0
2500,Jawbreaker (1999),28421,7.0
2501,October Sky (1999),96792,30.0
2502,Office Space (1999),283585,94.0
2503,"Apple, The (Sib) (1998)",2691,1.0
2504,200 Cigarettes (1999),16225,6.0
2505,8MM (1999),141027,18.0
2506,"Other Sister, The (1999)",12979,6.0
2511,"Long Goodbye, The (1973)",35885,3.0
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",8961,1.0
2513,Pet Sematary (1989),113503,10.0
2514,Pet Sematary II (1992),23187,3.0
2515,Children of the Corn II: The Final Sacrifice (1993),9368,2.0
2516,Children of the Corn III (1994),8229,1.0
2517,Christine (1983),91054,10.0
2518,Night Shift (1982),17549,10.0
2520,Airport (1970),21345,3.0
2521,Airport 1975 (1974),11687,2.0
2522,Airport '77 (1977),12128,4.0
2523,Rollercoaster (1977),6815,2.0
2524,"Towering Inferno, The (1974)",47498,9.0
2525,Alligator (1980),15459,3.0
2526,Meteor (1979),8045,3.0
2527,Westworld (1973),62332,18.0
2528,Logan's Run (1976),60234,24.0
2529,Planet of the Apes (1968),190181,56.0
2530,Beneath the Planet of the Apes (1970),50314,18.0
2531,Battle for the Planet of the Apes (1973),33096,9.0
2532,Conquest of the Planet of the Apes (1972),35135,12.0
2533,Escape from the Planet of the Apes (1971),38253,15.0
2534,Avalanche (1978),2323,3.0
2535,Earthquake (1974),17680,3.0
2537,Beyond the Poseidon Adventure (1979),5800,3.0
2538,Dancemaker (1998),142,1.0
2539,Analyze This (1999),160441,47.0
2540,"Corruptor, The (1999)",19012,3.0
2541,Cruel Intentions (1999),202226,40.0
2542,"Lock, Stock & Two Smoking Barrels (1998)",609327,67.0
2544,"School of Flesh, The (École de la chair, L') (1998)",1569,1.0
2546,"Deep End of the Ocean, The (1999)",19323,2.0
2548,"Rage: Carrie 2, The (1999)",17658,6.0
2549,Wing Commander (1999),17302,6.0
2550,"Haunting, The (1963)",42034,7.0
2551,Dead Ringers (1988),52692,8.0
2552,My Boyfriend's Back (1993),4961,2.0
2553,Village of the Damned (1960),18920,6.0
2554,Children of the Damned (1963),4970,3.0
2555,Baby Geniuses (1999),27508,3.0
2557,I Stand Alone (Seul contre tous) (1998),25422,1.0
2558,Forces of Nature (1999),35652,9.0
2559,"King and I, The (1999)",4257,1.0
2560,Ravenous (1999),42716,8.0
2561,True Crime (1999),38098,4.0
2563,Dangerous Beauty (1998),19277,3.0
2565,"King and I, The (1956)",27658,12.0
2566,Doug's 1st Movie (1999),3504,2.0
2567,EDtv (1999),44741,19.0
2568,"Mod Squad, The (1999)",9418,8.0
2570,"Walk on the Moon, A (1999)",9113,5.0
2571,"Matrix, The (1999)",2019690,278.0
2572,10 Things I Hate About You (1999),375372,54.0
2573,Tango (1998),3051,1.0
2574,"Out-of-Towners, The (1999)",14824,6.0
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",7732,4.0
2577,Metroland (1997),3584,1.0
2579,Following (1998),100009,6.0
2580,Go (1999),74353,39.0
2581,Never Been Kissed (1999),96583,36.0
2582,Twin Dragons (Shuang long hui) (1992),12545,3.0
2583,Cookie's Fortune (1999),13720,12.0
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",20100,2.0
2586,Goodbye Lover (1999),4286,2.0
2587,Life (1999),54135,4.0
2589,Friends & Lovers (1999),1670,1.0
2590,Hideous Kinky (1998),6869,1.0
2593,"Monster, The (Mostro, Il) (1994)",11137,4.0
2594,Open Your Eyes (Abre los ojos) (1997),72616,10.0
2596,SLC Punk! (1998),32269,12.0
2597,Lost & Found (1999),6842,2.0
2598,Pushing Tin (1999),30295,25.0
2599,Election (1999),102969,56.0
2600,eXistenZ (1999),105999,22.0
2605,Entrapment (1999),122810,43.0
2606,Idle Hands (1999),46327,15.0
2607,Get Real (1998),14586,2.0
2609,"King of Masks, The (Bian Lian) (1996)",3447,1.0
2611,"Winslow Boy, The (1999)",9385,1.0
2612,Mildred Pierce (1945),28158,1.0
2613,Night of the Comet (1984),23465,8.0
2614,Chopping Mall (a.k.a. Killbots) (1986),16876,2.0
2615,My Science Project (1985),6359,4.0
2616,Dick Tracy (1990),65072,26.0
2617,"Mummy, The (1999)",454482,87.0
2618,"Castle, The (1997)",17247,5.0
2620,This Is My Father (1998),1815,1.0
2622,William Shakespeare's A Midsummer Night's Dream (1999),26739,11.0
2623,Trippin' (1999),1394,1.0
2624,After Life (Wandafuru raifu) (1998),13441,2.0
2625,Black Mask (Hak hap) (1996),12172,2.0
2628,Star Wars: Episode I - The Phantom Menace (1999),845575,140.0
2629,"Love Letter, The (1999)",4655,2.0
2630,Besieged (a.k.a. L' Assedio) (1998),5183,2.0
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",5802,1.0
2633,"Mummy, The (1932)",29695,3.0
2634,"Mummy, The (1959)",10804,3.0
2639,Mommie Dearest (1981),17918,4.0
2640,Superman (1978),185265,61.0
2641,Superman II (1980),113391,49.0
2642,Superman III (1983),73970,22.0
2643,Superman IV: The Quest for Peace (1987),52023,16.0
2644,Dracula (1931),57777,9.0
2648,Frankenstein (1931),78652,11.0
2651,Frankenstein Meets the Wolf Man (1943),9802,1.0
2652,"Curse of Frankenstein, The (1957)",12473,1.0
2654,"Wolf Man, The (1941)",30219,5.0
2655,Howling II: Your Sister Is a Werewolf (1985),7978,1.0
2656,Tarantula (1955),10575,1.0
2657,"Rocky Horror Picture Show, The (1975)",164846,63.0
2659,It Came from Hollywood (1982),1012,1.0
2660,"Thing from Another World, The (1951)",32831,4.0
2661,It Came from Outer Space (1953),10697,1.0
2662,"War of the Worlds, The (1953)",38053,12.0
2664,Invasion of the Body Snatchers (1956),53929,13.0
2665,Earth vs. the Flying Saucers (1956),8922,1.0
2668,Swamp Thing (1982),16016,8.0
2669,Pork Chop Hill (1959),5190,2.0
2670,Run Silent Run Deep (1958),12865,5.0
2671,Notting Hill (1999),335912,56.0
2672,"Thirteenth Floor, The (1999)",76264,12.0
2674,"Loss of Sexual Innocence, The (1999)",3366,2.0
2676,Instinct (1999),34114,6.0
2677,Buena Vista Social Club (1999),20162,4.0
2681,Free Enterprise (1998),3352,3.0
2682,Limbo (1999),6284,3.0
2683,Austin Powers: The Spy Who Shagged Me (1999),246090,121.0
2686,"Red Violin, The (Violon rouge, Le) (1998)",34258,19.0
2687,Tarzan (1999),243245,24.0
2688,"General's Daughter, The (1999)",63187,15.0
2690,"Ideal Husband, An (1999)",16602,10.0
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",68386,3.0
2692,Run Lola Run (Lola rennt) (1998),205237,75.0
2693,Trekkies (1997),5028,4.0
2694,Big Daddy (1999),230946,48.0
2695,"Boys, The (1998)",1681,1.0
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",43872,3.0
2697,My Son the Fanatic (1997),1654,1.0
2698,Zone 39 (1997),298,1.0
2699,Arachnophobia (1990),74954,53.0
2700,"South Park: Bigger, Longer and Uncut (1999)",213213,76.0
2701,Wild Wild West (1999),166137,53.0
2702,Summer of Sam (1999),40943,15.0
2706,American Pie (1999),428460,103.0
2707,Arlington Road (1999),91160,22.0
2708,"Autumn Tale, An (Conte d'automne) (1998)",6102,3.0
2709,Muppets From Space (1999),20453,9.0
2710,"Blair Witch Project, The (1999)",281030,64.0
2712,Eyes Wide Shut (1999),368466,53.0
2713,Lake Placid (1999),64875,12.0
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),439222,120.0
2717,Ghostbusters II (1989),219924,47.0
2718,Drop Dead Gorgeous (1999),40129,10.0
2719,"Haunting, The (1999)",79942,13.0
2720,Inspector Gadget (1999),50453,21.0
2722,Deep Blue Sea (1999),141352,29.0
2723,Mystery Men (1999),70094,39.0
2724,Runaway Bride (1999),103483,42.0
2725,Twin Falls Idaho (1999),5223,1.0
2726,"Killing, The (1956)",96027,9.0
2727,Killer's Kiss (1955),25661,1.0
2728,Spartacus (1960),141608,13.0
2729,Lolita (1962),107483,7.0
2730,Barry Lyndon (1975),180135,7.0
2731,"400 Blows, The (Les quatre cents coups) (1959)",126186,12.0
2732,Jules and Jim (Jules et Jim) (1961),43913,5.0
2733,Vibes (1988),5091,2.0
2734,"Mosquito Coast, The (1986)",30839,10.0
2735,"Golden Child, The (1986)",58736,16.0
2736,Brighton Beach Memoirs (1986),3829,5.0
2737,Assassination (1987),3624,1.0
2738,Crimes of the Heart (1986),4369,1.0
2739,"Color Purple, The (1985)",94815,12.0
2740,"Kindred, The (1986)",2424,1.0
2741,No Mercy (1986),8297,2.0
2742,Ménage (Tenue de soirée) (1986),3552,1.0
2743,Native Son (1986),622,1.0
2744,Otello (1986),611,1.0
2745,"Mission, The (1986)",64896,9.0
2746,Little Shop of Horrors (1986),85027,39.0
2747,"Little Shop of Horrors, The (1960)",19354,9.0
2748,Allan Quatermain and the Lost City of Gold (1987),10239,6.0
2749,"Morning After, The (1986)",7313,2.0
2750,Radio Days (1987),35793,7.0
2751,From the Hip (1987),2547,1.0
2752,Outrageous Fortune (1987),8579,8.0
2754,Deadtime Stories (1987),2517,1.0
2757,Frances (1982),8461,1.0
2759,Dick (1999),21162,8.0
2761,"Iron Giant, The (1999)",221541,39.0
2762,"Sixth Sense, The (1999)",1037509,179.0
2763,"Thomas Crown Affair, The (1999)",98897,48.0
2764,"Thomas Crown Affair, The (1968)",27422,7.0
2765,"Acid House, The (1998)",8007,1.0
2766,"Adventures of Sebastian Cole, The (1998)",2007,2.0
2769,"Yards, The (2000)",22674,5.0
2770,Bowfinger (1999),73374,38.0
2771,Brokedown Palace (1999),23871,4.0
2772,Detroit Rock City (1999),40990,10.0
2774,Better Than Chocolate (1999),8696,1.0
2775,Head On (1998),4593,1.0
2779,Heaven Can Wait (1978),23105,13.0
2782,Pit and the Pendulum (1961),16156,3.0
2784,"Masque of the Red Death, The (1964)",15873,2.0
2786,Haunted Honeymoon (1986),7920,4.0
2787,Cat's Eye (1985),27814,6.0
2788,Monty Python's And Now for Something Completely Different (1971),31286,28.0
2789,Damien: Omen II (1978),34811,4.0
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",22029,2.0
2791,Airplane! (1980),256510,87.0
2792,Airplane II: The Sequel (1982),55983,19.0
2793,"American Werewolf in Paris, An (1997)",26733,10.0
2794,European Vacation (aka National Lampoon's European Vacation) (1985),70919,15.0
2795,National Lampoon's Vacation (1983),118754,26.0
2796,Funny Farm (1988),24759,11.0
2797,Big (1988),236999,91.0
2798,Problem Child (1990),32658,12.0
2799,Problem Child 2 (1991),23487,8.0
2800,Little Nemo: Adventures in Slumberland (1992),8130,1.0
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),7158,1.0
2802,Tequila Sunrise (1988),33550,13.0
2803,"Pelican Brief, The (1993)",94699,13.0
2804,"Christmas Story, A (1983)",167800,55.0
2805,Mickey Blue Eyes (1999),38001,23.0
2806,Teaching Mrs. Tingle (1999),21526,9.0
2807,Universal Soldier: The Return (1999),30567,4.0
2808,Universal Soldier (1992),95202,17.0
2810,Perfect Blue (1997),91489,5.0
2812,In Too Deep (1999),7034,1.0
2813,"Source, The (1999)",841,1.0
2815,Iron Eagle (1986),15653,7.0
2816,Iron Eagle II (1988),5375,3.0
2817,Aces: Iron Eagle III (1992),3125,3.0
2818,Iron Eagle IV (1995),1437,3.0
2819,Three Days of the Condor (3 Days of the Condor) (1975),61236,16.0
2820,Hamlet (1964),512,1.0
2822,Medicine Man (1992),24455,11.0
2824,On the Ropes (1999),480,1.0
2826,"13th Warrior, The (1999)",130867,26.0
2827,"Astronaut's Wife, The (1999)",57106,11.0
2828,Dudley Do-Right (1999),11303,2.0
2829,"Muse, The (1999)",11323,7.0
2835,Chill Factor (1999),10050,1.0
2836,Outside Providence (1999),9251,4.0
2837,Bedrooms & Hallways (1998),3502,1.0
2839,West Beirut (West Beyrouth) (1998),4813,1.0
2840,Stigmata (1999),71652,23.0
2841,Stir of Echoes (1999),86372,18.0
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",55957,9.0
2844,"Minus Man, The (1999)",7000,3.0
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",12554,7.0
2847,Only Angels Have Wings (1939),15417,2.0
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",9332,1.0
2851,Saturn 3 (1980),10315,4.0
2852,"Soldier's Story, A (1984)",11169,1.0
2856,I Saw What You Did (1965),3376,1.0
2857,Yellow Submarine (1968),27749,14.0
2858,American Beauty (1999),1198238,204.0
2859,Stop Making Sense (1984),18902,7.0
2860,Blue Streak (1999),87844,9.0
2861,For Love of the Game (1999),37145,8.0
2862,Caligula (1979),37904,1.0
2863,"Hard Day's Night, A (1964)",47587,19.0
2865,Sugar Town (1999),924,1.0
2866,"Buddy Holly Story, The (1978)",9848,5.0
2867,Fright Night (1985),77544,12.0
2868,Fright Night Part II (1988),14037,2.0
2870,Barefoot in the Park (1967),20288,8.0
2871,Deliverance (1972),117839,30.0
2872,Excalibur (1981),66214,25.0
2874,"Pajama Game, The (1957)",4028,3.0
2875,Sommersby (1993),22932,10.0
2876,Thumbelina (1994),18373,1.0
2877,Tommy (1975),22302,7.0
2878,Hell Night (1981),8571,2.0
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),22337,7.0
2880,Armour of God (Long xiong hu di) (1987),21664,6.0
2881,Double Jeopardy (1999),94193,19.0
2882,Jakob the Liar (1999),17889,4.0
2883,Mumford (1999),9468,5.0
2884,Dog Park (1998),2328,1.0
2885,Guinevere (1999),2728,1.0
2886,"Adventures of Elmo in Grouchland, The (1999)",3668,2.0
2887,Simon Sez (1999),7124,1.0
2888,Drive Me Crazy (1999),20960,5.0
2889,"Mystery, Alaska (1999)",28157,8.0
2890,Three Kings (1999),179026,45.0
2891,"Happy, Texas (1999)",10231,3.0
2892,New Rose Hotel (1998),6080,1.0
2893,Plunkett & MaCleane (1999),10361,1.0
2894,Romance (1999),11801,1.0
2896,Alvarez Kelly (1966),2686,1.0
2897,And the Ship Sails On (E la nave va) (1983),6624,1.0
2898,"Dark Half, The (1993)",19071,1.0
2899,Gulliver's Travels (1939),4769,3.0
2900,Monkey Shines (1988),12836,2.0
2901,Phantasm (1979),40761,14.0
2902,Psycho II (1983),30549,4.0
2903,Psycho III (1986),16247,2.0
2905,Sanjuro (Tsubaki Sanjûrô) (1962),40563,4.0
2906,Random Hearts (1999),23168,7.0
2907,Superstar (1999),20225,7.0
2908,Boys Don't Cry (1999),102386,39.0
2912,"Limey, The (1999)",34427,14.0
2915,Risky Business (1983),98382,42.0
2916,Total Recall (1990),349657,88.0
2917,Body Heat (1981),39578,10.0
2918,Ferris Bueller's Day Off (1986),381451,109.0
2919,"Year of Living Dangerously, The (1982)",22611,8.0
2921,High Plains Drifter (1973),62906,11.0
2922,Hang 'Em High (1968),42236,5.0
2924,Drunken Master (Jui kuen) (1978),43173,10.0
2925,"Conformist, The (Conformista, Il) (1970)",33142,5.0
2926,Hairspray (1988),23114,11.0
2927,Brief Encounter (1946),43437,2.0
2928,"Razor's Edge, The (1984)",5855,2.0
2929,Reds (1981),24423,2.0
2930,Return with Honor (1998),252,1.0
2931,Time of the Gypsies (Dom za vesanje) (1989),32354,3.0
2932,Days of Heaven (1978),61793,3.0
2935,"Lady Eve, The (1941)",23098,8.0
2936,Sullivan's Travels (1941),28184,7.0
2937,"Palm Beach Story, The (1942)",12743,5.0
2939,Niagara (1953),19457,0.0
2940,Gilda (1946),34658,6.0
2941,South Pacific (1958),9591,9.0
2942,Flashdance (1983),58605,16.0
2943,Indochine (1992),10771,3.0
2944,"Dirty Dozen, The (1967)",78214,32.0
2946,Help! (1965),20903,7.0
2947,Goldfinger (1964),200249,53.0
2948,From Russia with Love (1963),143512,36.0
2949,Dr. No (1962),177377,33.0
2950,"Blue Lagoon, The (1980)",75513,14.0
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",229257,39.0
2952,Sydney (Hard Eight) (1996),54293,12.0
2953,Home Alone 2: Lost in New York (1992),397305,31.0
2956,Someone to Watch Over Me (1987),11526,6.0
2959,Fight Club (1999),2277462,218.0
2961,"Story of Us, The (1999)",24795,5.0
2962,Fever Pitch (1997),11601,2.0
2964,Julien Donkey-Boy (1999),7660,1.0
2965,"Omega Code, The (1999)",5518,1.0
2966,"Straight Story, The (1999)",96109,14.0
2967,"Bad Seed, The (1956)",15512,4.0
2968,Time Bandits (1981),67448,41.0
2969,"Man and a Woman, A (Un homme et une femme) (1966)",11592,1.0
2970,Fitzcarraldo (1982),37871,4.0
2971,All That Jazz (1979),34624,6.0
2972,Red Sorghum (Hong gao liang) (1987),9733,1.0
2973,Crimes and Misdemeanors (1989),60340,18.0
2974,Bats (1999),11292,1.0
2975,"Best Man, The (1999)",11710,1.0
2976,Bringing Out the Dead (1999),75169,6.0
2977,Crazy in Alabama (1999),7309,2.0
2978,Three to Tango (1999),19914,4.0
2979,Body Shots (1999),5618,1.0
2982,"Guardian, The (1990)",6312,1.0
2983,"Ipcress File, The (1965)",17364,1.0
2984,On Any Sunday (1971),1518,1.0
2985,RoboCop (1987),278006,70.0
2986,RoboCop 2 (1990),91874,25.0
2987,Who Framed Roger Rabbit? (1988),214042,97.0
2988,Melvin and Howard (1980),5227,3.0
2989,For Your Eyes Only (1981),107100,21.0
2990,Licence to Kill (1989),110799,20.0
2991,Live and Let Die (1973),114139,23.0
2992,Rawhead Rex (1986),6523,1.0
2993,Thunderball (1965),125660,24.0
2995,House on Haunted Hill (1999),59682,14.0
2996,Music of the Heart (1999),13236,4.0
2997,Being John Malkovich (1999),350320,99.0
3000,Princess Mononoke (Mononoke-hime) (1997),424320,48.0
3002,My Best Fiend (Mein liebster Feind) (1999),12014,1.0
3003,Train of Life (Train de vie) (1998),9539,2.0
3004,"Bachelor, The (1999)",18917,11.0
3005,"Bone Collector, The (1999)",182309,25.0
3006,"Insider, The (1999)",178421,31.0
3007,American Movie (1999),19037,6.0
3008,Last Night (1998),10079,1.0
3010,Rosetta (1999),15372,1.0
3011,"They Shoot Horses, Don't They? (1969)",20551,4.0
3013,Bride of Re-Animator (1990),17314,1.0
3014,Bustin' Loose (1981),3665,1.0
3015,Coma (1978),20893,3.0
3016,Creepshow (1982),52517,14.0
3017,Creepshow 2 (1987),28033,4.0
3018,Re-Animator (1985),70478,10.0
3019,Drugstore Cowboy (1989),39774,10.0
3020,Falling Down (1993),203383,17.0
3021,"Funhouse, The (1981)",16006,1.0
3022,"General, The (1926)",96836,9.0
3024,Piranha (1978),24182,7.0
3028,"Taming of the Shrew, The (1967)",8542,2.0
3029,Nighthawks (1981),21375,6.0
3030,Yojimbo (1961),129536,13.0
3031,Repossessed (1990),9681,4.0
3032,"Omega Man, The (1971)",33694,6.0
3033,Spaceballs (1987),203769,59.0
3034,Robin Hood (1973),136871,36.0
3035,Mister Roberts (1955),18030,11.0
3036,"Quest for Fire (Guerre du feu, La) (1981)",23779,7.0
3037,Little Big Man (1970),37428,24.0
3038,"Face in the Crowd, A (1957)",16858,5.0
3039,Trading Places (1983),163419,39.0
3040,Meatballs (1979),23534,9.0
3041,Meatballs Part II (1984),2793,6.0
3042,Meatballs III (1987),2591,2.0
3043,Meatballs 4 (1992),2546,1.0
3044,Dead Again (1991),30095,13.0
3045,Peter's Friends (1992),12041,5.0
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",5038,2.0
3048,Under the Rainbow (1981),2980,3.0
3051,Anywhere But Here (1999),18546,3.0
3052,Dogma (1999),226454,79.0
3053,"Messenger: The Story of Joan of Arc, The (1999)",69186,11.0
3054,Pokémon: The First Movie (1998),45432,8.0
3055,Felicia's Journey (1999),8330,3.0
3056,Oxygen (1999),4688,1.0
3057,Where's Marlowe? (1998),567,1.0
3060,"Commitments, The (1991)",37828,15.0
3061,Holiday Inn (1942),17488,8.0
