movieId,title,popularity
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",5162
3696,Night of the Creeps (1986),25717
3697,Predator 2 (1990),179748
3698,"Running Man, The (1987)",164201
3699,Starman (1984),50870
3700,"Brother from Another Planet, The (1984)",6469
3701,Alien Nation (1988),16472
3702,Mad Max (1979),218919
3703,"Road Warrior, The (Mad Max 2) (1981)",191016
3704,Mad Max Beyond Thunderdome (1985),145621
3705,Bird on a Wire (1990),46940
3706,Angel Heart (1987),94525
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),43351
3708,Firestarter (1984),36432
3709,Sleepwalkers (1992),24213
3710,Action Jackson (1988),12085
3711,Sarafina! (1992),2237
3712,Soapdish (1991),17396
3713,"Long Walk Home, The (1990)",4719
3714,Clara's Heart (1988),2531
3715,Burglar (1987),4688
3716,Fatal Beauty (1987),3977
3717,Gone in 60 Seconds (2000),291506
3719,Love's Labour's Lost (2000),4858
3720,Sunshine (1999),15697
3723,Hamlet (1990),23417
3724,Coming Home (1978),14590
3725,American Pop (1981),5420
3726,Assault on Precinct 13 (1976),54621
3727,Near Dark (1987),43995
3728,One False Move (1992),13534
3729,Shaft (1971),20741
3730,"Conversation, The (1974)",119379
3731,Cutter's Way (1981),7505
3732,"Fury, The (1978)",17064
3733,"Paper Chase, The (1973)",8572
3735,Serpico (1973),132688
3736,"Ace in the Hole (Big Carnival, The) (1951)",38633
3737,Lonely Are the Brave (1962),9669
3738,"Sugarland Express, The (1974)",18816
3739,Trouble in Paradise (1932),15952
3740,Big Trouble in Little China (1986),151503
3741,Badlands (1973),77495
3742,Battleship Potemkin (1925),60789
3743,Boys and Girls (2000),17485
3744,Shaft (2000),80155
3745,Titan A.E. (2000),63495
3746,Butterfly (La lengua de las mariposas) (1999),9613
3747,Jesus' Son (1999),7453
3751,Chicken Run (2000),209371
3752,"Me, Myself & Irene (2000)",248720
3753,"Patriot, The (2000)",290093
3754,"Adventures of Rocky and Bullwinkle, The (2000)",21079
3755,"Perfect Storm, The (2000)",176262
3756,"Golden Bowl, The (2000)",4573
3758,Communion (1989),7341
3760,"Kentucky Fried Movie, The (1977)",19950
3761,"Blood In, Blood Out (1993)",33535
3763,F/X (1986),21845
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),11583
3765,"Hot Spot, The (1990)",13230
3766,Missing in Action (1984),16199
3767,Missing in Action 2: The Beginning (1985),9153
3768,Braddock: Missing in Action III (1988),7061
3769,Thunderbolt and Lightfoot (1974),28241
3770,Dreamscape (1984),17916
3771,The Golden Voyage of Sinbad (1973),10310
3773,House Party (1990),16473
3774,House Party 2 (1991),7040
3783,Croupier (1998),23243
3784,"Kid, The (2000)",44016
3785,Scary Movie (2000),282162
3786,But I'm a Cheerleader (1999),39740
3787,Shower (Xizao) (1999),4202
3788,Blow-Up (Blowup) (1966),66712
3789,"Pawnbroker, The (1964)",10562
3790,Groove (2000),4491
3791,Footloose (1984),89321
3792,Duel in the Sun (1946),9367
3793,X-Men (2000),639205
3794,Chuck & Buck (2000),5837
3795,"Five Senses, The (1999)",3144
3797,"In Crowd, The (2000)",4805
3798,What Lies Beneath (2000),134248
3799,Pokémon the Movie 2000 (2000),23552
3801,Anatomy of a Murder (1959),70250
3802,Freejack (1992),17235
3806,Mackenna's Gold (1969),9643
3807,Sinbad and the Eye of the Tiger (1977),8500
3808,"Two Women (Ciociara, La) (1960)",12252
3809,What About Bob? (1991),73775
3810,White Sands (1992),8751
3811,Breaker Morant (1980),14264
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),41398
3813,Interiors (1978),20718
3814,Love and Death (1975),40404
3816,"Official Story, The (La historia oficial) (1985)",10675
3819,Tampopo (1985),21974
3821,Nutty Professor II: The Klumps (2000),52897
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",14268
3823,Wonderland (1999),4195
3824,Autumn in New York (2000),27988
3825,Coyote Ugly (2000),119928
3826,Hollow Man (2000),137069
3827,Space Cowboys (2000),85328
3830,Psycho Beach Party (2000),6518
3831,Saving Grace (2000),19181
3832,"Black Sabbath (Tre volti della paura, I) (1963)",13679
3833,"Brain That Wouldn't Die, The (1962)",7471
3834,Bronco Billy (1980),12591
3835,"Crush, The (1993)",21982
3836,Kelly's Heroes (1970),53000
3837,Phantasm II (1988),16569
3838,Phantasm III: Lord of the Dead (1994),10487
3839,Phantasm IV: Oblivion (1998),8332
3840,Pumpkinhead (1988),27206
3841,Air America (1990),30193
3843,Sleepaway Camp (1983),37333
3844,Steel Magnolias (1989),61865
3845,And God Created Woman (Et Dieu... créa la femme) (1956),9199
3846,Easy Money (1983),9929
3847,"Ilsa, She Wolf of the SS (1974)",8105
3849,The Spiral Staircase (1945),11076
3851,I'm the One That I Want (2000),1201
3852,"Tao of Steve, The (2000)",7755
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",5690
3857,Bless the Child (2000),15269
3858,Cecil B. DeMented (2000),16473
3859,"Eyes of Tammy Faye, The (2000)",2209
3861,"Replacements, The (2000)",68663
3862,About Adam (2000),6758
3863,"Cell, The (2000)",107943
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),9023
3865,"Original Kings of Comedy, The (2000)",6031
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",181635
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",120493
3870,Our Town (1940),2897
3871,Shane (1953),43563
3872,"Suddenly, Last Summer (1959)",16968
3873,Cat Ballou (1965),15896
3877,Supergirl (1984),23706
3879,"Art of War, The (2000)",30709
3882,Bring It On (2000),103709
3884,"Crew, The (2000)",6652
3888,Skipped Parts (2000),3613
3889,Highlander: Endgame (Highlander IV) (2000),21137
3893,Nurse Betty (2000),36026
3894,Solas (1999),3854
3895,"Watcher, The (2000)",28280
3896,"Way of the Gun, The (2000)",34960
3897,Almost Famous (2000),290223
3898,Bait (2000),13091
3899,Circus (2000),2343
3900,Crime and Punishment in Suburbia (2000),3495
3901,Duets (2000),9968
3906,Under Suspicion (2000),27334
3908,Urban Legends: Final Cut (2000),18816
3909,Woman on Top (2000),10872
3910,Dancer in the Dark (2000),115533
3911,Best in Show (2000),65936
3912,Beautiful (2000),4278
3914,"Broken Hearts Club, The (2000)",8089
3915,Girlfight (2000),11316
3916,Remember the Titans (2000),229025
3917,Hellraiser (1987),138387
3918,Hellbound: Hellraiser II (1988),55381
3919,Hellraiser III: Hell on Earth (1992),34532
3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",8949
3922,Bikini Beach (1964),1737
3925,Stranger Than Paradise (1984),40113
3926,Voyage to the Bottom of the Sea (1961),6571
3927,Fantastic Voyage (1966),20469
3928,Abbott and Costello Meet Frankenstein (1948),19366
3929,"Bank Dick, The (1940)",7741
3930,"Creature from the Black Lagoon, The (1954)",33714
3932,"Invisible Man, The (1933)",39389
3933,"Killer Shrews, The (1959)",5589
3937,Runaway (1984),14291
3938,"Slumber Party Massacre, The (1982)",17483
3939,Slumber Party Massacre II (1987),7226
3940,Slumber Party Massacre III (1990),3380
3941,Sorority House Massacre (1986),3801
3942,Sorority House Massacre II (1990),2349
3943,Bamboozled (2000),12187
3945,Digimon: The Movie (2000),7862
3946,Get Carter (2000),36272
3947,Get Carter (1971),36315
3948,Meet the Parents (2000),351274
3949,Requiem for a Dream (2000),886661
3950,Tigerland (2000),42949
3951,Two Family House (2000),1719
3952,"Contender, The (2000)",24862
3953,Dr. T and the Women (2000),20138
3955,"Ladies Man, The (2000)",13701
3957,Billy Jack (1971),6501
3958,Billy Jack Goes to Washington (1977),801
3959,"Time Machine, The (1960)",44174
3962,Ghoulies II (1987),5507
3963,"Unsinkable Molly Brown, The (1964)",4165
3964,"Adventures of Ichabod and Mr. Toad, The (1949)",17609
3965,"Strange Love of Martha Ivers, The (1946)",10831
3966,Detour (1945),19343
3967,Billy Elliot (2000),141167
3968,Bedazzled (2000),111166
3969,Pay It Forward (2000),123147
3971,"Private Eyes, The (1981)",3535
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",48472
3973,Book of Shadows: Blair Witch 2 (2000),39679
3974,"Little Vampire, The (2000)",11358
3977,Charlie's Angels (2000),194539
3978,"Legend of Bagger Vance, The (2000)",58994
3979,Little Nicky (2000),111259
3980,Men of Honor (2000),123857
3981,Red Planet (2000),59620
3983,You Can Count on Me (2000),31142
3984,Diamonds Are Forever (1971),112880
3985,"Eagle Has Landed, The (1976)",24093
3986,"6th Day, The (2000)",126977
3987,Bounce (2000),21599
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),288171
3989,One Day in September (1999),6201
3990,Rugrats in Paris: The Movie (2000),13470
3991,102 Dalmatians (2000),39278
3992,Malèna (2000),110388
3993,Quills (2000),56315
3994,Unbreakable (2000),436616
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",279523
3997,Dungeons & Dragons (2000),35995
3998,Proof of Life (2000),58629
3999,Vertical Limit (2000),64741
4000,"Bounty, The (1984)",29662
4002,"Planes, Trains & Automobiles (1987)",158231
4003,She's Having a Baby (1988),13717
4005,"Living Daylights, The (1987)",104705
4006,Transformers: The Movie (1986),41569
4007,Wall Street (1987),163563
4008,Born on the Fourth of July (1989),114531
4009,Talk Radio (1988),14465
4010,Brewster's Millions (1985),42492
4011,Snatch (2000),897404
4012,Punchline (1988),9127
4014,Chocolat (2000),199844
4015,"Dude, Where's My Car? (2000)",144730
4016,"Emperor's New Groove, The (2000)",221511
4017,Pollock (2000),29280
4018,What Women Want (2000),219584
4019,Finding Forrester (2000),88865
4020,"Gift, The (2000)",73993
4021,Before Night Falls (2000),26205
4022,Cast Away (2000),628776
4023,"Family Man, The (2000)",118112
4024,"House of Mirth, The (2000)",8009
4025,Miss Congeniality (2000),226835
4027,"O Brother, Where Art Thou? (2000)",327104
4029,State and Main (2000),21996
4030,Dracula 2000 (2000),36075
4031,All the Pretty Horses (2000),15540
4032,"Everlasting Piece, An (2000)",1736
4033,Thirteen Days (2000),62072
4034,Traffic (2000),217863
4035,"Claim, The (2000)",6577
4036,Shadow of the Vampire (2000),43791
4037,House of Games (1987),23737
4039,Annie (1982),48693
4040,Don't Tell Mom the Babysitter's Dead (1991),37228
4041,"Officer and a Gentleman, An (1982)",61350
4042,"Alamo, The (1960)",17296
4043,At Close Range (1986),17412
4046,Friendly Persuasion (1956),7609
4047,Gettysburg (1993),30929
4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),4176
4052,Antitrust (2001),30151
4053,Double Take (2001),8708
4054,Save the Last Dance (2001),65408
4055,Panic (2000),8949
4056,"Pledge, The (2001)",65892
4061,The Man in the Moon (1991),18096
4062,Mystic Pizza (1988),31877
4063,Prelude to a Kiss (1992),8459
4064,Coffy (1973),12624
4065,Foxy Brown (1974),11590
4066,I'm Gonna Git You Sucka (1988),14742
4067,Untamed Heart (1993),15094
4068,Sugar & Spice (2001),15165
4069,"Wedding Planner, The (2001)",85492
4074,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",2446
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",11873
4078,Amazing Grace and Chuck (1987),1510
4079,Amazon Women on the Moon (1987),12487
4080,Baby Boom (1987),18740
4081,Back to the Beach (1987),3350
4082,Barfly (1987),21680
4083,Best Seller (1987),6134
4084,Beverly Hills Cop II (1987),128071
4085,Beverly Hills Cop (1984),198601
4086,"Big Easy, The (1987)",13768
4089,Born in East L.A. (1987),6466
4090,"Brave Little Toaster, The (1987)",27416
4091,Can't Buy Me Love (1987),41188
4092,Cherry 2000 (1987),10451
4093,Cop (1988),6033
4102,Eddie Murphy Raw (1987),20525
4103,Empire of the Sun (1987),132909
4104,Ernest Goes to Camp (1987),12349
4105,"Evil Dead, The (1981)",229613
4109,Flowers in the Attic (1987),11139
4110,"Fourth Protocol, The (1987)",10790
4111,Gardens of Stone (1987),6041
4113,"Glass Menagerie, The (1987)",2211
4115,Hiding Out (1987),4050
4116,Hollywood Shuffle (1987),6257
4117,Hope and Glory (1987),14243
4121,Innerspace (1987),64343
4123,Ishtar (1987),11719
4124,Jaws: The Revenge (1987),49096
4125,Leonard Part 6 (1987),8611
4126,Less Than Zero (1987),21765
4127,"Like Father, Like Son (1987)",6381
4128,"Lost Boys, The (1987)",158537
4129,Made in Heaven (1987),3593
4130,Maid to Order (1987),3604
4131,Making Mr. Right (1987),3074
4132,Mannequin (1987),34964
4133,Masters of the Universe (1987),43696
4135,"Monster Squad, The (1987)",34917
4138,My Demon Lover (1987),1581
4139,No Man's Land (1987),5301
4141,Head Over Heels (2001),15181
4142,Left Behind: The Movie (2000),10367
4143,Valentine (2001),29843
4144,In the Mood For Love (Fa yeung nin wa) (2000),163477
4146,"Million Dollar Hotel, The (2001)",22269
4147,Nico and Dani (Krámpack) (2000),6294
4148,Hannibal (2001),289525
4149,Saving Silverman (Evil Woman) (2001),42291
4152,Vatel (2000),8179
4153,Down to Earth (2001),24657
4154,Recess: School's Out (2001),11518
4155,Sweet November (2001),94004
4156,Company Man (2000),2165
4157,"Price of Milk, The (2000)",1756
4158,Monkeybone (2001),19036
4159,3000 Miles to Graceland (2001),48335
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",5704
4161,"Mexican, The (2001)",112156
4164,"Caveman's Valentine, The (2001)",8082
4166,Series 7: The Contenders (2001),6658
4167,15 Minutes (2001),51686
4168,Get Over It (2001),19859
4171,Long Night's Journey Into Day (2000),422
4174,Avalon (1990),6714
4175,Gray's Anatomy (1996),2500
4178,Of Mice and Men (1939),6716
4180,Reform School Girls (1986),2932
4181,Tapeheads (1988),4322
4184,"Bishop's Wife, The (1947)",20633
4187,Lilies of the Field (1963),13110
4189,"Greatest Story Ever Told, The (1965)",11513
4190,Elmer Gantry (1960),12557
4191,Alfie (1966),15646
4193,"Fantasticks, The (1995)",1422
4194,I Know Where I'm Going! (1945),9578
4195,"Abominable Dr. Phibes, The (1971)",16475
4197,Real Life (1979),3664
4198,Battle Beyond the Stars (1980),10045
4200,Double Impact (1991),43464
4202,Fuzz (1972),2203
4203,Harley Davidson and the Marlboro Man (1991),22043
4204,Losin' It (1983),5130
4205,Mermaids (1990),35258
4207,Navy Seals (1990),17767
4210,Manhunter (1986),79598
4211,Reversal of Fortune (1990),18155
4212,Death on the Nile (1978),39019
4214,Revenge of the Nerds (1984),57730
4215,Revenge of the Nerds II: Nerds in Paradise (1987),15250
4217,4 Little Girls (1997),3525
4218,River's Edge (1986),20102
4219,Girls Just Want to Have Fun (1985),12753
4220,"Longest Yard, The (1974)",21112
4221,Necessary Roughness (1991),12914
4223,Enemy at the Gates (2001),274918
4224,Exit Wounds (2001),36651
4225,"Dish, The (2001)",16975
4226,Memento (2000),1304276
4228,Heartbreakers (2001),57366
4229,Say It Isn't So (2001),13706
4231,Someone Like You (2001),27274
4232,Spy Kids (2001),125742
4233,Tomcats (2001),19352
4234,"Tailor of Panama, The (2001)",30834
4235,Amores Perros (Love's a Bitch) (2000),250678
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),848
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",8558
4238,Along Came a Spider (2001),94780
4239,Blow (2001),272390
4240,Just Visiting (2001),20033
4241,Pokémon 3: The Movie (2001),15029
4242,Beautiful Creatures (2000),3915
4243,Brigham City (2001),1590
4246,Bridget Jones's Diary (2001),260057
4247,Joe Dirt (2001),60363
4248,Josie and the Pussycats (2001),24591
4251,Chopper (2000),40974
4252,"Circle, The (Dayereh) (2000)",6614
4254,Crocodile Dundee in Los Angeles (2001),26021
4255,Freddy Got Fingered (2001),50737
4256,"Center of the World, The (2001)",5174
4259,"Luzhin Defence, The (2000)",4656
4260,"Visit, The (2000)",283
4262,Scarface (1983),900496
4263,Days of Wine and Roses (1962),13820
4265,Driven (2001),42748
4267,One Night at McCool's (2001),31162
4268,Town & Country (2001),5198
4270,"Mummy Returns, The (2001)",342259
4273,Under the Sand (2000),11332
4275,Krull (1983),35778
4276,Lost in America (1985),10007
4278,Triumph of the Will (Triumph des Willens) (1934),18158
4280,"World According to Garp, The (1982)",28817
4282,Fellini Satyricon (1969),17040
4284,Frankie and Johnny (1966),2344
4285,Frankie and Johnny (1991),33797
4289,"City of Women, The (Città delle donne, La) (1980)",7986
4290,For the Boys (1991),6019
4291,Nine to Five (a.k.a. 9 to 5) (1980),38500
4292,Norma Rae (1979),12632
4293,Summer Rental (1985),18133
4294,"5,000 Fingers of Dr. T, The (1953)",4408
4296,Love Story (1970),36861
4297,Pelle the Conqueror (Pelle erobreren) (1987),11679
4298,Rififi (Du rififi chez les hommes) (1955),36449
4299,"Knight's Tale, A (2001)",198896
4300,Bread and Roses (2000),6016
4304,Startup.com (2001),3452
4305,Angel Eyes (2001),25518
4306,Shrek (2001),722432
4307,"Fast Food, Fast Women (2000)",2140
4308,Moulin Rouge (2001),296653
4310,Pearl Harbor (2001),348408
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),5645
4313,"Man Who Cried, The (2000)",16300
4316,Ice Castles (1978),3959
4317,Love Potion #9 (1992),15063
4321,City Slickers (1991),62159
4322,Eight Men Out (1988),21754
4323,"Horse Soldiers, The (1959)",11471
4325,"Night, The (Notte, La) (1960)",23643
4326,Mississippi Burning (1988),108255
4327,"Magnificent Seven, The (1960)",101207
4329,Rio Bravo (1959),67236
4333,Throw Momma from the Train (1987),39894
4334,Yi Yi (2000),27698
4337,"Sand Pebbles, The (1966)",16141
4338,Twelve O'Clock High (1949),15596
4339,Von Ryan's Express (1965),14992
4340,"Animal, The (2001)",62935
4342,Big Eden (2000),4845
4343,Evolution (2001),134906
4344,Swordfish (2001),194795
4345,"Anniversary Party, The (2001)",8677
4347,Divided We Fall (Musíme si pomáhat) (2000),5353
4349,Catch-22 (1970),26270
4350,Forgotten Silver (1996),6273
4351,Point Break (1991),198157
4353,Uncommon Valor (1983),11492
4354,Unlawful Entry (1992),18626
4355,Youngblood (1986),15632
4356,Gentlemen Prefer Blondes (1953),42095
4357,How to Marry a Millionaire (1953),24416
4359,"Seven Year Itch, The (1955)",41882
4361,Tootsie (1982),113279
4366,Atlantis: The Lost Empire (2001),131577
4367,Lara Croft: Tomb Raider (2001),217180
4368,Dr. Dolittle 2 (2001),46986
4369,"Fast and the Furious, The (2001)",413649
4370,A.I. Artificial Intelligence (2001),320202
4371,Baby Boy (2001),16204
4372,Crazy/Beautiful (2001),25449
4373,Pootie Tang (2001),14948
4374,Let It Snow (1999),642
4378,Sexy Beast (2000),65779
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",14903
4381,"Closet, The (Placard, Le) (2001)",18212
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",64978
4384,Lumumba (2000),2052
4386,Cats & Dogs (2001),62071
4387,Kiss of the Dragon (2001),66112
4388,Scary Movie 2 (2001),172908
4389,Lost and Delirious (2001),22137
4390,Rape Me (Baise-moi) (2000),18417
4392,Alice (1990),15162
4393,Another Woman (1988),14810
4394,Beach Blanket Bingo (1965),3111
4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),11332
4396,"Cannonball Run, The (1981)",39318
4397,Cannonball Run II (1984),17217
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",9676
4402,Dr. Goldfoot and the Bikini Machine (1965),2589
4403,"Fall of the House of Usher, The (House of Usher) (1960)",15199
4404,Faust (1926),16390
4406,"Man Who Shot Liberty Valance, The (1962)",81170
4407,Salvador (1986),22869
4408,September (1987),10312
4409,Shadows and Fog (1991),17962
4410,Something Wild (1986),20680
4412,"Thing with Two Heads, The (1972)",2886
4419,All That Heaven Allows (1955),16371
4420,"Barefoot Contessa, The (1954)",12300
4422,Cries and Whispers (Viskningar och rop) (1972),36472
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",7544
4426,Kiss Me Deadly (1955),21807
4427,"Lion in Winter, The (1968)",33764
4428,"Misfits, The (1961)",22965
4429,Moby Dick (1956),21504
4432,Sweet Smell of Success (1957),35131
4433,Written on the Wind (1956),13156
4434,"10th Victim, The (La decima vittima) (1965)",4889
4436,Obsession (1976),11436
4437,Suspiria (1977),103495
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",33248
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),28620
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",29050
4441,Game of Death (1978),22022
4442,"Last Dragon, The (1985)",17189
4443,Outland (1981),31960
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",40391
4445,T-Rex: Back to the Cretaceous (1998),791
4446,Final Fantasy: The Spirits Within (2001),83720
4447,Legally Blonde (2001),241756
4448,"Score, The (2001)",132972
4449,Adanggaman (2000),198
4450,Bully (2001),40170
4451,Jump Tomorrow (2001),1478
4452,Made (2001),19222
4453,Michael Jordan to the Max (2000),2345
4454,More (1998),6083
4458,Africa: The Serengeti (1994),700
4459,Alaska: Spirit of the Wild (1997),585
4462,18 Again! (1988),4933
4463,1969 (1988),3959
4464,"Accidental Tourist, The (1988)",17104
4465,"Accused, The (1988)",39066
4466,Above the Law (1988),34205
4467,"Adventures of Baron Munchausen, The (1988)",56213
4470,Ariel (1988),7814
4471,Arthur 2: On the Rocks (1988),6710
4473,Bat*21 (1988),9446
4474,Beaches (1988),28547
4475,"Beast of War, The (Beast, The) (1988)",10520
4476,Big Business (1988),15288
4477,Big Top Pee-Wee (1988),10047
4478,Biloxi Blues (1988),16399
4480,"Blob, The (1988)",42486
4482,"Bright Lights, Big City (1988)",8854
4483,Caddyshack II (1988),16395
4484,Camille Claudel (1988),7286
4487,Cocktail (1988),90738
4488,Colors (1988),29388
4489,Coming to America (1988),220798
4490,"Couch Trip, The (1988)",5525
4492,Critters (1986),38807
4495,Crossing Delancey (1988),4891
4496,D.O.A. (1988),10850
4497,Dead Heat (1988),9088
4498,"Dead Pool, The (1988)",48411
4499,Dirty Rotten Scoundrels (1988),76952
4500,Drowning by Numbers (1988),10785
4502,Ernest Saves Christmas (1988),12779
4504,Feds (1988),3349
4505,For Keeps (1988),5054
4506,Frantic (1988),57140
4508,Gorillas in the Mist (1988),28806
4509,"Great Outdoors, The (1988)",50868
4511,High Spirits (1988),10497
4516,Johnny Be Good (1988),7248
4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),7942
4518,The Lair of the White Worm (1988),14681
4519,"Land Before Time, The (1988)",97031
4520,License to Drive (1988),22264
4521,Little Nikita (1988),5951
4522,Masquerade (1988),4254
4523,Milagro Beanfield War (1988),6773
4524,Moon Over Parador (1988),6680
4526,My Stepmother Is an Alien (1988),27512
4527,"Night in the Life of Jimmy Reardon, A (1988)",3026
4529,Bagdad Cafe (Out of Rosenheim) (1987),14929
4531,Red Heat (1988),75193
4533,"Return of the Living Dead, The (1985)",67782
4534,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),2756
4535,"Man from Snowy River, The (1982)",9843
4537,Running on Empty (1988),17685
4541,"Serpent and the Rainbow, The (1988)",27381
4544,Short Circuit 2 (1988),26554
4545,Short Circuit (1986),65526
4546,"Vanishing, The (Spoorloos) (1988)",42670
4552,"Tetsuo, the Ironman (Tetsuo) (1988)",25441
4553,They Live (1988),142812
4557,Tucker: The Man and His Dream (1988),21521
4558,Twins (1988),134980
4562,Without a Clue (1988),10989
4563,Young Einstein (1988),9186
4564,Always (1989),32478
4565,American Ninja (1985),16469
4568,Best of the Best (1989),15030
4571,Bill & Ted's Excellent Adventure (1989),140113
4572,Black Rain (1989),58979
4573,Blaze (1989),4133
4574,Blind Fury (1989),18423
4577,Casualties of War (1989),47497
4578,Chances Are (1989),13620
4580,Cyborg (1989),33594
4581,Dad (1989),5229
4583,Disorganized Crime (1989),2542
4584,Dream a Little Dream (1989),7693
4585,"Dream Team, The (1989)",16193
4587,Earth Girls Are Easy (1988),24893
4589,Eddie and the Cruisers (1983),8267
4591,Erik the Viking (1989),14354
4593,Family Business (1989),13595
4594,Farewell to the King (1989),3080
4595,Fat Man and Little Boy (1989),8974
4597,Gleaming the Cube (1989),8871
4599,Great Balls of Fire! (1989),18751
4600,Gross Anatomy (a.k.a. A Cut Above) (1989),4074
4602,Harlem Nights (1989),24424
4603,Her Alibi (1989),7682
4605,How to Get Ahead in Advertising (1989),6498
4608,"Innocent Man, An (1989)",7547
4610,"January Man, The (1989)",9065
4611,Johnny Handsome (1989),10832
4612,Jesus of Montreal (Jésus de Montréal) (1989),7494
4613,K-9 (1989),35279
4614,Kickboxer (1989),59953
4615,Last Exit to Brooklyn (1989),6820
4616,Lean on Me (1989),22591
4617,Let It Ride (1989),6802
4619,Little Monsters (1989),14018
4621,Look Who's Talking (1989),86206
4622,Loverboy (1989),8669
4623,Major League (1989),75098
4624,Meet the Feebles (1989),22029
4625,Millennium (1989),6857
4626,Miracle Mile (1989),12084
4628,New York Stories (1989),19521
4629,Next of Kin (1989),12429
4630,No Holds Barred (1989),6862
4632,"Package, The (1989)",11106
4634,Penn & Teller Get Killed (1989),2002
4635,Pink Cadillac (1989),12203
4636,"Punisher, The (1989)",25430
4638,Jurassic Park III (2001),337513
4639,America's Sweethearts (2001),59789
4640,Brother (2000),24184
4641,Ghost World (2001),125689
4642,Hedwig and the Angry Inch (2000),37104
4643,Planet of the Apes (2001),226893
4644,Bread and Tulips (Pane e tulipani) (2000),9986
4645,Cure (1997),21543
4646,Greenfingers (2000),6467
4649,Wet Hot American Summer (2001),60126
4653,"Return of the Musketeers, The (1989)",3850
4654,Road House (1989),83851
4658,Santa Sangre (1989),22935
4660,Scenes from the Class Struggle in Beverly Hills (1989),1417
4661,Sea of Love (1989),43980
4662,"See No Evil, Hear No Evil (1989)",57591
4663,She's Out of Control (1989),4795
4666,Skin Deep (1989),5045
4670,"Stepfather, The (1987)",17904
4671,Sweetie (1989),5298
4672,"Tall Guy, The (1989)",4927
4673,Tango & Cash (1989),112083
4675,Three Fugitives (1989),12593
4676,Troop Beverly Hills (1989),11222
4677,Turner & Hooch (1989),75507
4678,UHF (1989),31069
4679,Uncle Buck (1989),106447
4681,"War of the Roses, The (1989)",56641
4683,"Wizard, The (1989)",16358
4686,Weekend at Bernie's II (1993),14309
4687,Billy Liar (1963),7027
4688,Black Robe (1991),7591
4689,"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)",12818
4690,"Cotton Club, The (1984)",19268
4695,Who'll Stop the Rain (1978),3226
4697,Basket Case (1982),21277
4699,Original Sin (2001),59237
4700,"Princess Diaries, The (2001)",160512
4701,Rush Hour 2 (2001),235823
4703,Chocolat (1988),4283
4704,Hatari! (1962),14058
4705,"Cage aux Folles, La (1978)",11738
4708,Marat/Sade (1966),2648
4709,Paint Your Wagon (1969),14601
4710,"Shootist, The (1976)",26471
4711,Theremin: An Electronic Odyssey (1993),978
4713,Altered States (1980),37911
4714,Any Which Way You Can (1980),20689
4715,"Awakening, The (1980)",2814
4717,"Battle Creek Brawl (Big Brawl, The) (1980)",5750
4718,American Pie 2 (2001),267717
4719,Osmosis Jones (2001),38314
4720,"Others, The (2001)",388431
4721,American Outlaws (2001),17292
4722,All Over the Guy (2001),4957
4723,"Deep End, The (2001)",11940
4725,Session 9 (2001),62237
4727,Captain Corelli's Mandolin (2001),35695
4728,Rat Race (2001),121927
4732,Bubble Boy (2001),34919
4733,"Curse of the Jade Scorpion, The (2001)",42119
4734,Jay and Silent Bob Strike Back (2001),159927
4735,Ghosts of Mars (2001),57267
4736,Summer Catch (2001),16561
4738,Happy Accidents (2000),10160
4740,Maybe Baby (2000),6066
4741,Together (Tillsammans) (2000),23978
